ID,Symbol,Name,Symbol Lemgth
donkey,donk,Donkey,4
donut,donut,Donut,5
doogee,doogee,Doogee,6
door,door,DOOR,4
dope,dope,DOPE,4
dopewarz,drug,DopeWarz,4
dopex,dpx,Dopex,3
doraemoninu,doraemoninu,DoraemonInu,11
doragonland,dor,DoragonLand,3
doren,dre,DoRen,3
dotarcade,adt,DotArcade,3
dotmoovs,moov,dotmoovs,4
dotoracle,dto,DotOracle,3
dotori,dtr,Dotori,3
doubloon,dbl,Doubloon,3
douge,douge,Douge,5
dough,dough,Dough,5
dovu,dov,Dovu,3
doxed,dox,Doxed,3
dprating,rating,DPRating,6
dracoomaster,bas,DracooMaster,3
dracula,drc,Dracula,3
dragoma,dma,Dragoma,3
dragon,dragon,Dragon,6
dragonbit,drgb,Dragonbit,4
dragonbite,bite,DragonBite,4
dragonchain,drgn,Dragonchain,4
dragonknight,dk,Dragon Knight,2
dragonmoon,dmoon,DragonMoon,5
dragonsb,sb,DragonSB,2
dragonsea,dge,DragonSea,3
dragonvein,dvc,DragonVein,3
draken,drk,Draken,3
dreamdao,dream,DreamDAO,5
dreamn,$dreamn,DreamN,7
dreamscoin,dream,DreamsCoin,5
dreamverse,dv,Dreamverse,2
drife,drf,Drife,3
dripto,dryp,Dripto,4
drivenx,dvx,DRIVENx,3
drivez,driv,Drivez,4
dronefly,kdc,DroneFly,3
dshares,dshare,DShares,6
dtng,dtng,DTNG,4
dtravel,trvl,TRVL,4
duckdaodime,ddim,DuckDaoDime,4
duckereum,ducker,Duckereum,6
duckrocket,duck,DuckRocket,4
duckydefi,degg,DuckyDefi,4
dude,dude,DuDe,4
dukascoin,duk+,Dukascoin,4
dukecoin,dkc,Dukecoin,3
dumpbuster,gtfo,DumpBuster,4
dungeon,dgn,Dungeon,3
dungeonswap,dnd,DungeonSwap,3
duo,duo,DUO Network,3
dust,dust,Dust,4
duzce,duzce,Duzce,5
dxbpay,dxb,DXBPay,3
dxchain,dx,DxChain,2
dxdao,dxd,DXdao,3
dyakon,dyn,DYAKON,3
dydx,dydx,dYdX,4
dymmax,dmx,Dymmax,3
dynamic,dyn,Dynamic,3
dynamite,dyt,DoYourTip,3
dynamix,dyna,Dynamix,4
dyor,dyor,DYOR,4
dystopia,dyst,Dystopia,4
earnbusd,ebusd,EarnBUSD,5
earncraft,plot,Earncraft,4
earndefi,edc,EarnDeFi,3
earnguild,earn,EarnGuild,4
earnytv,$earny,EarnyTV,6
earnzcoin,erz,EarnzCoin,3
earthbyt,ebyt,EarthByt,4
earthcoin,eac,Earthcoin,3
earthfund,1earth,EarthFund,6
ease,ease,EASE,4
easticoin,esti,Easticoin,4
easyfi,ez,EasyFi V2,2
easymine,emt,easyMine,3
eautocoin,ato,EAutocoin,3
eazypayza,ezpay,EazyPayZa,5
eblockstock,ebso,eBlockStock,4
eboost,ebst,eBoost,4
ebox,ebox,Ebox,4
ecash,xec,eCash,3
echelon,ech,Echelon,3
echidna,ecd,Echidna,3
echoin,ec,Echoin,2
echolink,eko,EchoLink,3
echosoracoin,esrc,EchoSoraCoin,4
ecobit,ecob,Ecobit,4
ecochain,ecoc,Ecochain,4
ecocredit,eco,EcoCREDIT,3
ecodollar,ecos,EcoDollar,4
ecofi,eco,EcoFi,3
ecomi,omi,ECOMI,3
ecoscu,ecu,ECOSC,3
ecowatt,ewt,Ecowatt,3
ecoway,ecy,Ecoway,3
edac,edac,EDAC,4
edain,eai,Edain,3
eddaswap,edda,EDDASwap,4
eden,eden,EDEN,4
edenchain,edn,Edenchain,3
edenloop,elt,EdenLoop,3
edge,edge,Edge,4
edgeless,edg,Edgeless,3
edgeswap,egs,EdgeSwap,3
edgeware,edg,Edgeware,3
edufex,edux,Edufex,4
efin,efin,eFIN,4
efinity,efi,Efinity,3
eft,eft,EFT,3
efun,efun,EFUN,4
eggplant,eggplant,Eggplant,8
eggplus,eggplus,EggPlus,7
egod,egod,egoD,4
egold,egold,eGold,5
egoplatform,ego,EGO,3
egretia,egt,Egretia,3
ehash,ehash,EHash,5
ehive,ehive,eHive,5
eidos,eidos,EIDOS,5
einsteinium,emc2,Einsteinium,4
elamachain,elama,Elamachain,5
elasticswap,tic,ElasticSwap,3
elastos,ela,Elastos,3
electra,eca,Electra,3
electronero,etnx,Electronero,4
electroneum,etn,Electroneum,3
electronicgulden,efl,Electronic Gulden,3
elementrem,ele,Elementrem,3
elemon,elmon,Elemon,5
elevate,ele,Elevate,3
elfworld,elft,Elfworld,4
eligma,goc,GoCrypto,3
elis,xls,ELIS,3
elitium,eum,Elitium,3
eloin,eloin,Eloin,5
elonbank,elonbank,ElonBank,8
elongate,elongate,ElonGate,8
elongrab,elongrab,Elongrab,8
elonhype,elonhype,ElonHype,8
eloniumcoin,elnc,EloniumCoin,4
elonjet,elonjet,ElonJet,7
elron,elr,Elron,3
eltcoin,eltcoin,Eltcoin,7
elumia,elu,Elumia,3
elvantis,elv,Elvantis,3
elya,elya,Elya,4
elyfi,elfi,ELYFI,4
elysia,el,ELYSIA,2
elysian,ely,Elysian,3
elysiumg,lcmg,ElysiumG,4
emanate,emt,Emanate,3
embr,embr,Embr,4
emercoin,emc,EmerCoin,3
eminer,em,Eminer,2
emiswap,esw,EmiSwap,3
emitearthelement,earth,EmitEarthElement,5
emocoin,emo,Emocoin,3
empow,em,Empow,2
empowa,emp,Empowa,3
empyrean,empyr,Empyrean,5
emrals,emrals,Emrals,6
encocoinplus,epg,Encocoinplus,3
encountr,enctr,Encountr,5
encrypgen,dna,EncrypGen,3
endor,edr,Endor Protocol,3
eneftor,eftr,Eneftor,4
enegra,egx,Enegra,3
energi,nrg,Energi,3
energo,tsl,Tesla TSL,3
energoncoin,tfg1,Energoncoin,4
energyfi,eft,Energyfi,3
enex,enx,ENEX,3
engine,egcc,Engine,4
enigma,eng,Enigma,3
enjincoin,enj,Enjin Coin,3
enjinstarter,ejs,Enjinstarter,3
enkix,ekx,EnkiX,3
eno,eno,ENO,3
enreachdao,nrch,EnreachDAO,4
enrex,enrx,Enrex,4
enterbutton,entc,EnterButton,4
entercoin,entrc,EnterCoin,5
enterdao,entr,EnterDAO,4
entity,entity,Entity,6
entropyfi,erp,Entropyfi,3
envion,evn,Envion,3
enviro,enviro,Enviro,6
envision,vis,Envision,3
eos,eos,EOS,3
eosbet,bet,EarnBet,3
eosblack,black,eosBLACK,5
eosdac,eosdac,eosDAC,6
eosforce,eosc,EOSForce,4
eox,eox,EOX,3
epanus,eps,Epanus,3
epichero,epichero,EpicHero,8
eqifi,eqx,EQIFi,3
equal,eql,Equal,3
equalizer,eqz,Equalizer,3
equilibrium,eq,Equilibrium Games,2
equinox,enx,Equinox,3
equitrader,eqt,EquiTrader,3
erdlaunchpad,lpad,ErdLaunchpad,4
ergo,erg,Ergo,3
eristica,ert,Eristica,3
eron,eron,ERON,4
eros,ers,Eros,3
eroverse,ero,Eroverse,3
ertha,ertha,Ertha,5
esg,esg,ESG,3
eska,esk,Eska,3
espers,esp,Espers,3
esportgame,esm,EsportGame,3
esports,ert,Esports.com,3
esportspro,espro,EsportsPro,5
esportsref,esr,EsportsRef,3
essentia,ess,Essentia,3
eterland,eter,Eterland,4
etermon,etm,Etermon,3
eternalflow,eft,EternalFlow,3
ethax,ethax,ETHAX,5
ethbnt,ethbnt,ETHBNT Relay,6
ethburn,burning,EthBurn,7
ethdown,ethdown,ETHDOWN,7
ethdox,ethdox,ETHDOX,6
etheal,heal,Etheal,4
etheking,ethe,ETHEKing,4
etherconnect,ecc,Etherconnect,3
ethereans,os,Ethereans,2
ethereum,eth,Ethereum,3
ethereumfair,ethf,EthereumFair,4
ethereummax,emax,EthereumMax,4
ethereumx,etx,EthereumX,3
ethergem,egem,EtherGem,4
etherinc,eti,EtherInc,3
etherisc,dip,Etherisc DIP,3
etherland,eland,Etherland,5
ethermail,emt,EtherMail,3
ethermon,emon,Ethermon,4
ethernaal,naal,Ethernaal,4
ethernal,ethernal,Ethernal,8
etheroll,dice,Etheroll,4
etherparty,fuel,Etherparty,4
etherpay,ethpy,Etherpay,5
ethersmart,etm,EtherSmart,3
ethersniper,ets,Ethersniper,3
etherstones,eths,Etherstones,4
etherzero,etz,Ether Zero,3
ethica,ethica,Ethica,6
ethichub,ethix,EthicHub,5
ethorse,horse,Ethorse,5
ethos,vgx,Voyager VGX,3
ethpad,ethpad,ETHPad,6
ethrise,$ethrise,ETHRISE,8
ethup,ethup,ETHUP,5
ethverse,ethv,Ethverse,4
etitanium,etit,eTitanium,4
etor,etor,etor,4
etrade,ett,Etrade,3
euler,eul,Euler,3
euno,euno,EUNO,4
eunomia,ents,EUNOMIA,4
eurocoinpay,ecte,Eurocoin ECTE,4
euronin,euronin,Euronin,7
europa,orbit,Europa,5
europecoin,erc,EuropeCoin,3
evedo,eved,Evedo,4
evencoin,evn,EvenCoin,3
everbnb,everbnb,EverBNB,7
everdome,dome,Everdome,4
everdot,everdot,EverDot,7
everearn,earn,EverEarn,4
everestcoin,evcoin,EverestCoin,6
evereth,evereth,EverETH,7
everex,evx,Everex,3
evergrowcoin,egc,EverGrowCoin,3
everid,id,Everest,2
everipedia,iq,Everipedia,2
everlens,elen,Everlens,4
evermars,evm,EverMars,3
evermoon,evm,Evermoon,3
everreflect,evrf,EverReflect,4
everrise,rise,EverRise,4
eversafu,eversafu,EverSAFU,8
everscale,ever,Everscale,4
eversol,esol,EVERSOL,4
everstart,start,EverStart,5
everswap,ever,EverSwap,4
everus,evr,Everus,3
everycoin,evy,EveryCoin,3
everyonescrypto,eoc,EveryonesCrypto,3
evilsquidgame,evilsquid,EvilSquidGame,9
evmos,evmos,Evmos,5
evmoswap,emo,EvmoSwap,3
evocardano,evoc,EvoCardano,4
evoverses,evo,EvoVerses,3
evrice,evc,Evrice,3
evrynet,evry,Evrynet,4
evulus,evu,Evulus,3
exalt,exalt,Exalt,5
excalibur,exc,Excalibur,3
excelon,xlon,Excelon,4
exchangecoin,excc,ExchangeCoin,4
exclusivecoin,excl,ExclusiveCoin,4
exeedme,xed,Exeedme,3
exeno,exn,exeno coin,3
exgold,exg,Exgold,3
exip,exip,EXIP,4
exist,exist,Exist,5
exmoc,exmoc,EXMOC,5
exobots,exos,Exobots,4
exodia,exod,Exodia,4
exohood,exo,Exohood,3
exp,exp,Exp,3
expanse,exp,Expanse,3
expanz,xpanz,Expanz,5
experiencecoin,epc,ExperienceCoin,3
exrnchain,exrn,EXRNchain,4
extradna,xdna,extraDNA,4
ezchain,ezc,EZChain,3
ezcoinmarket,ecm,Ezcoinmarket,3
ezdex,ezx,EZDex,3
ezillion,ezi,Ezillion,3
ezystayz,ezy,Ezystayz,3
fabric,fab,Fabric,3
fabwelt,welt,Fabwelt,4
face,face,Faceter,4
facedao,face,FaceDAO,4
factom,fct,Factom,3
facts,bkc,FACTS,3
fairgame,fair,FairGame,4
fairmint,fair,Fairmint,4
fairum,fai,Fairum,3
fairy,fairy,Fairy,5
faithcoin,faith,FaithCoin,5
falafel,falafel,Falafel,7
falconx,falcx,FalconX,5
familyparty,fpc,FamilyParty,3
fanadise,fan,Fanadise,3
fanc,fanc,fanC,4
fandom,fdm,Fandom,3
fanfury,fury,Fanfury,4
fango,xfg,Fango,3
fanitrade,fani,FaniTrade,4
fanscoin,fc,FansCoin,2
fanspel,fan,Fanspel,3
fanstime,fti,FansTime,3
fantasy,ftsy,Fantasy,4
fantohm,fhm,Fantohm,3
fantom,ftm,Fantom,3
fantomgo,ftg,fantomGO,3
fantomstarter,fs,FantomStarter,2
fanverse,fanv,FanVerse,4
fanzy,fx1,FANZY,3
faraland,fara,FaraLand,4
farmbit,fmb,Farmbit,3
farmercryptocoin,fcc,FarmerCryptoCoin,3
farmerdoge,crop,FarmerDoge V3,4
farmpoly,poly,FarmPoly,4
fasst,fas,Fasst,3
fastmoon,fastmoon,FastMoon,8
fastswap,fast,FastSwap,4
fatcake,fatcake,FatCake,7
favecoin,fave,Favecoin,4
favor,favor,Favor,5
fayre,fayre,Fayre,5
fband,fband,fBAND,5
fbnb,fbnb,fBNB,4
fbomb,bomb,fBOMB,4
fbtc,fbtc,fBTC,4
fds,fds,Fair Dollars,3
fear,fear,Fear,4
feathercoin,ftc,Feathercoin,3
fedoracoin,tips,Fedoracoin,4
feelcoin,feel,FeelCoin,4
felix,flx,Felix,3
fellaz,flz,Fellaz,3
fenomy,fenomy,Fenomy,6
fera,fera,Fera,4
ferma,ferma,Ferma,5
ferro,fer,Ferro,3
fertilizer,frt,Fertilizer,3
feth,feth,fETH,4
feyorra,fey,Feyorra,3
fibodex,fibo,FiboDex,4
fibos,fo,FIBOS,2
fida,fid,Fida,3
fidance,fdc,Fidance,3
fidelis,fdls,FIDELIS,4
fidira,fid,Fidira,3
fidlecoin,fidle,Fidlecoin,5
fidometa,fmc,FidoMeta,3
fidu,fidu,Fidu,4
fief,fief,Fief,4
fifasport,ffs,FiFaSport,3
fiftyonefifty,fifty,FIFTYONEFIFTY,5
filda,filda,Filda,5
filecash,fic,Filecash,3
filecoin,fil,Filecoin,3
filestar,star,FileStar,4
filipcoin,fcp,Filipcoin,3
filmcredits,film,FILMCredits,4
finblox,fbx,Finblox,3
findora,fra,Findora,3
fingerprints,prints,FingerprintsDAO,6
finminity,fmt,Finminity,3
fintab,fntb,FinTab,4
fintropy,fint,Fintropy,4
fintrux,ftx,FintruX,3
finxflo,fxf,FINXFLO,3
fira,fira,FIRA,4
fireants,ants,FireAnts,4
firebot,fbx,FireBot,3
firerocket,firerocket,FireRocket,10
firestarter,flame,FireStarter,5
firewood,wood,Firewood,4
firezard,zard,FireZard,4
firmachain,fct,Firmachain,3
firsthare,firsthare,FirstHare,9
firulais,firu,Firulais,4
fisco,fscc,FISCO Coin,4
fishera,fshr,Fishera,4
fishervspirate,fvp,FisherVsPirate,3
fistbump,fist,Fistbump,4
fitevo,fivo,FitEvo,4
fitmin,ftm,Fitmin,3
fitmint,fitt,Fitmint,4
fitn,fitn,FITN,4
fitr,fxt,FitR,3
fitscrypt,$fit,FitScrypt,4
fity,fity,Fity,4
flappyrats,frats,FlappyRats,5
flatqube,qube,FlatQube,4
fleta,fleta,FLETA,5
flexq,flq,FlexQ,3
flink,flink,fLINK,5
flipstar,flip,FlipStar,4
flits,fls,Flits,3
flixxo,flixx,Flixxo,5
flock,flock,Flock,5
flokibonk,flobo,FlokiBonk,5
flokicoke,flokicoke,FlokiCoke,9
flokifrunkpuppy,flokifrunkpuppy,FlokiFrunkPuppy,15
flokigainz,gainz,FlokiGainz,5
flokigrow,flokigrow,FlokiGrow,9
flokimarvin,$pals,FlokiMarvin,5
flokimooni,flokim,Flokimooni,6
flokirocket,rkf,FlokiRocket,3
flokiswap,flokis,FlokiSwap,6
flokiverse,flokiv,Flokiverse,6
floof,floof,FLOOF,5
floordao,floor,FloorDAO,5
florin,xfl,Florin,3
floshin,floshin,Floshin,7
flow,flow,Flow,4
flowchaincoin,flc,Flowchain,3
flower,flow,Flower,4
floyx,floyx,Floyx,5
fluid,fld,FLUID,3
fluidfi,fluid,FluidFi,5
flurry,flurry,Flurry Finance,6
flux,flux,Datamine FLUX,4
flyapy,fly,FlyApy,3
flypaper,sticky,FlyPaper,6
flypme,fyp,FlypMe,3
fme,fme,FME,3
fnkcom,fnk,Fnk.com,3
foincoin,foin,Foin,4
folk,folk,$FOLK,4
fomoeth,fomoeth,FomoETH,7
fone,fone,Fone,4
font,font,Font,4
footballgo,fgsport,FootBallGo,7
footballstars,fts,FootballStars,3
forbitspace,fbs,Forbitspace,3
forcecowboy,fcb,ForceCowBoy,3
forefront,ff,Forefront,2
foreverblast,feb,ForeverBlast,3
foreverbnb,fbnb,ForeverBNB,4
foreverfomo,foreverfomo,ForeverFOMO,11
forevermoon,fomo,ForeverMoon,4
forexcoin,forex,FOREXCOIN,5
formula,fml,FormulA,3
forta,fort,Forta,4
forthbox,fbx,ForthBox,3
fortis,fort,Fortis,4
fortknox,knox,FortKnox,4
fortknoxter,fkx,FortKnoxster,3
fortress,fts,Fortress Loans,3
fortressdao,fort,Fortress,4
fortuna,fota,Fortuna,4
fortune,fortune,Fortune,7
forus,fors,Forus,4
fossil,fossil,Fossil,6
foxboy,fbb,Foxboy,3
foxdcoin,foxd,Foxdcoin,4
foxgirl,foxgirl,FoxGirl,7
fqswap,fqs,FqSwap,3
fractal,fcl,Fractal,3
fractionmeta,ftm,FractionMeta,3
franklin,fly,Franklin,3
frat,frat,Frat,4
frax,frax,Frax,4
fredenergy,fred,FRED Energy,4
freecash,fch,Freecash,3
freecity,fcity,FreeCity,5
freedom,fdm,Freedom,3
freedomcoin,freed,Freedomcoin,5
freela,frel,Freela,4
freeliquid,fl,Freeliquid,2
freemoon,freemoon,Freemoon,8
freerossdao,free,FreeRossDAO,4
freeway,fwt,Freeway,3
freicoin,frc,Freicoin,3
fren,fren,FREN,4
frenchie,fren,Frenchie,4
frencoin,fren,FrenCoin,4
frenzy,fzy,Frenzy,3
frey,frey,Frey,4
freyala,xya,GameFi Crossing,3
friendz,fdz,Friendz,3
friesdao,fries,friesDAO,5
frogswap,frog,FrogSwap,4
frozentomb,ftomb,Frozentomb,5
fruits,frts,Fruits,4
fsn,fsn,FUSION,3
fudge,$fudge,Fudge,6
fufu,fufu,Fufu,4
fuji,fuji,Fuji,4
fujidao,fuji,FujiDAO,4
fumoney,fum,FUMoney,3
funcha,fucha,Funcha,5
functionland,fula,Functionland,4
fundamenta,fmta,Fundamenta,4
funex,funex,Funex,5
funfair,fun,FUN,3
funfi,fnf,FunFi,3
furio,$fur,Furio,4
furucombo,combo,Furucombo,5
furukuru,fuku,Furukuru,4
fusefi,volt,Voltage Finance,4
fusible,fusii,Fusible,5
fusotao,tao,Fusotao,3
futura,futura,Futura,6
futurax,ftxt,FUTURAX,4
future,ftr,Future,3
futurecoin,future,FutureCoin,6
futurefi,fufi,FutureFi,4
futurescash,fct,FuturesCash,3
futurescoin,fc,FuturesCoin,2
futureswap,fst,Futureswap,3
futurocoin,fto,FuturoCoin,3
fuzex,fxt,FuzeX,3
fuzzballs,fuzz,FuzzBalls,4
fxwallet,fxl,FXWallet,3
fydcoin,fyd,FYDcoin,3
fyooz,fyz,Fyooz,3
gabecoin,gabecoin,Gabecoin,8
gacube,gac,GACUBE,3
gafa,gafa,Gafa,4
gain,gain,GainPool,4
gaindao,gain,Gain DAO,4
gains,gains,Gains,5
gaj,gaj,Gaj Finance,3
gala,gala,Gala,4
galaxia,gxa,Galaxia,3
galaxybusd,galaxy,GalaxyBUSD,6
galaxycoin,galaxy,GalaxyCoin,6
galeon,galeon,Galeon,6
gallant,gal,Gallant,3
gamb,gmb,GAMB,3
game,gtc,Game,3
gamebox,gamebox,Gamebox,7
gamecredits,game,GameCredits,4
gamedao,dao,GameDAO,3
gamee,gmee,GAMEE,4
gamefantasystar,gfs,GameFantasyStar,3
gamefi,gafi,GameFi,4
gameflip,flp,Gameflip,3
gamenft,gnft,GameNFT,4
gameology,gmy,Gameology,3
gamer,gmr,GAMER,3
gamercoin,ghx,GamerCoin,3
gamerse,lfg,Gamerse,3
gamesafe,gamesafe,Gamesafe,8
gamespad,gmpd,GamesPad,4
gamesta,gsg,Gamesta,3
gamestarter,game,Gamestarter,4
gamestation,gamer,GameStation,5
gameverse,gmv,GameVerse,3
gamex,gmx,GameX,3
gameyoo,gyc,GameYoo,3
gamezone,gzone,GameZone,5
gami,gami,Gami,4
gamifi,gmi,GamiFi,3
gamingshiba,gamingshiba,GamingShiba,11
gamium,gmm,Gamium,3
gamma,gamma,Gamma,5
gangstabet,gbet,GangstaBet,4
gapcoin,gap,Gapcoin,3
gard,gard,GARD,4
garlic,grlc,Garlic,4
garlicoin,grlc,Garlicoin,4
gary,gary,Gary,4
gas,gas,Gas,3
gasp,gasp,gAsp,4
gastream,gstrm,GaStream,5
gastrocoin,gtc,GastroCoin,3
gatenet,gate,GATENet,4
gather,gth,Gather,3
gatorswap,gator,GatorSwap,5
gazetv,gaze,GazeTV,4
gbox,gbox,GBOX,4
gdrt,gdrt,GDRT,4
gear,gear,Gear,4
gecoin,gec,Gecoin,3
geegoopuzzle,ggp,Geegoopuzzle,3
geeq,geeq,GEEQ,4
gelato,gel,Gelato,3
gemdao,gemdao,Gemdao,6
gemguardian,gemg,GemGuardian,4
gemhub,ghub,GemHUB,4
gemlink,glink,GemLink,5
gempad,gems,GemPad,4
gempay,gpay,GemPay,4
gemuni,geni,GemUni,4
genart,genart,GENART,6
gene,gene,Gene,4
generation,gen,Generation,3
genesisx,xgs,GenesisX,3
genexi,gxi,Genexi,3
geniux,iux,GeniuX,3
genix,genix,Genix,5
gennix,gnnx,Gennix,4
genomesdao,$gene,GenomesDAO,5
genopets,gene,Genopets,4
genshinflokiinu,gfloki,GenshinFlokiInu,6
genshiro,gens,Genshiro,4
gentarium,gtm,Gentarium,3
geocoin,geo,Geocoin,3
geodb,geo,GeoDB,3
geojam,jam,Geojam,3
geopoly,geo$,Geopoly,4
get,get,GET,3
geyser,gysr,Geyser,4
geysercoin,gsr,GeyserCoin,3
gforce,gfce,GFORCE,4
ggtkn,ggtkn,GGTKN,5
ghostface,ghostface,Ghostface,9
ghostmarket,gm,GhostMarket,2
gictrade,gict,GICTrade,4
giddy,gddy,Giddy,4
giftbag,gbag,Giftbag,4
giftedhands,ghd,Giftedhands,3
gifto,gto,Gifto,3
gigaswap,giga,GigaSwap,4
gigecoin,gig,GigEcoin,3
giletjaunecoin,gjco,GiletJauneCoin,4
gimmer,gmr,Gimmer,3
ginoa,ginoa,Ginoa,5
ginspirit,ginspirit,GinSpirit,9
giotto,giotto,GIOTTO,6
gitcoin,gtc,Gitcoin,3
giveth,giv,Giveth,3
glex,glex,GLEX,4
glimpse,glms,Glimpse,4
glitzkoin,gtn,GlitzKoin,3
globalboost,bsty,GlobalBoost-Y,4
globalchainz,gcz,GlobalChainZ,3
globalcoin,glc,GlobalCoin,3
globalgive,ggive,GlobalGive,5
globaltrustfund,gtf,GLOBALTRUSTFUND,3
glorydoge,gloryd,GloryDoge,6
glouki,glk,Glouki,3
glow,glow,Glow,4
gm,gm,GM,2
gmcoin,gm,GM Holding,2
gmsol,gmsol,GMSOL,5
gmx,gmx,GMX,3
gn,gn,GN,2
gnft,gnft,GNFT,4
gnome,$gnome,GNOME,6
gnosis,gno,Gnosis,3
gny,gny,GNY,3
goal,goal,CronosFC,4
goalw,glw,GoalW,3
goatcoin,goat,Goatcoin,4
goats,goats,GOATS,5
goblin,goblin,Goblin,6
gobtc,gobtc,goBTC,5
gobyte,gbx,GoByte,3
gochain,go,GoChain,2
gocryptome,gcme,GoCryptoMe,4
godzilla,godz,Godzilla,4
goeth,goeth,goETH,5
gogocoin,gogo,GOGOcoin,4
gogolcoin,gol,GogolCoin,3
goin,goin,GOIN,4
goku,goku,Goku,4
golcoin,golc,GOLCOIN,4
goldario,gld,Goldario,3
goldblocks,gb,GoldBlocks,2
goldcoin,glc,Goldcoin,3
goldefy,god,GoldeFy,3
goldenugget,gnto,GoldeNugget,4
goldfarm,gold,GoldFarm,4
goldfinch,gfi,Goldfinch,3
goldkash,xgk,GoldKash,3
goldminer,gm,GoldMiner,2
goldmint,mntp,Goldmint,4
goldnugget,ngt,Gold Nugget,3
golem,glm,Golem,3
golff,gof,Golff,3
golfrochain,golf,Golfrochain,4
gomeat,gomt,GoMeat,4
gomics,gom,Gomics,3
gonetwork,got,GoNetwork,3
gooeys,goo,Gooeys,3
goofydoge,goofydoge,GoofyDoge,9
goosefx,gofx,GooseFX,4
gorgeous,gorgeous,Gorgeous,8
gotem,gotem,gotEM,5
gourmetgalaxy,gum,Gourmet Galaxy,3
govi,govi,CVI,4
govworld,gov,GovWorld,3
gowithmi,gmat,GoWithMi,4
gpex,gpx,GPEX,3
grail,grail,Grail,5
gram,gram,OpenGram,4
graphen,eltg,Graphen,4
graphene,gfn,Graphene,3
grave,grve,Grave,4
graviocoin,gio,Graviocoin,3
graviton,grav,Graviton,4
gravitx,grx,GravitX,3
grearn,gst,GrEarn,3
greatdane,greatdane,GreatDane,9
greed,$greed,Greed,6
greekmythology,gmt,GreekMythology,3
greenair,green,GreenAir,5
greencoin,gre,Greencoin,3
greenfuel,greenfuel,Greenfuel,9
greenhouse,green,Greenhouse,5
greentek,gte,GreenTek,3
greentrust,gnt,GreenTrust,3
greenzonex,gzx,GreenZoneX,3
greyhound,greyhound,Greyhound,9
gric,gc,Gric Coin,2
gridzone,zone,GridZone.io,4
griffin,griffin,Griffin,7
grimm,grimm,Grimm,5
grin,grin,Grin,4
grinbit,grbt,Grinbit,4
groestlcoin,grs,Groestlcoin,3
grok,grok,Grok,4
grom,gr,GROM,2
groupdao,gdo,GroupDao,3
grove,gvr,Grove,3
growmoon,gm,GrowMoon,2
growthcoin,grw,GrowthCoin,3
gscarab,gscarab,GScarab,7
gsenetwork,gse,GSENetwork,3
gsmcoin,gsm,GSMcoin,3
gstcoin,gst,GSTCOIN,3
gu,gu,Kugle GU,2
guapcoin,guap,Guapcoin,4
guider,gdr,Guider,3
guildfi,gf,GuildFi,2
guitarswap,gut,GuitarSwap,3
gulden,nlg,Gulden,3
guncoin,gun,Guncoin,3
gunthy,gunthy,GUNTHY,6
guzzler,gzlr,Guzzler,4
gxchain,gxc,GXChain,3
gyen,gyen,GYEN,4
gyro,gyro,Gyro,4
habitat,hbt,Habitat,3
habits,hbx,Habits,3
hacash,hac,Hacash,3
hachikoinu,inu,HachikoInu,3
hackenai,hai,Hacken HAI,3
hakuryu,$ryu,Hakuryu,4
hakuswap,haku,HakuSwap,4
halcyon,hal,Halcyon,3
halfpizza,piza,Half Pizza,4
hamster,ham,Hamster,3
hanchain,han,HanChain,3
handleusd,fxusd,handleUSD,5
handshake,hns,Handshake,3
handy,handy,Handy,5
hapi,hapi,HAPI,4
happyfans,happy,HappyFans,5
happyland,hpl,HappyLand,3
harambe,harambe,Harambe,7
hare,hare,Hare,4
harmony,one,Harmony,3
harmonycoin,hmc,HarmonyCoin,3
harmonylauncher,harl,HarmonyLauncher,4
harmonyville,hville,Harmonyville,6
haroldcoin,hrld,Haroldcoin,4
haru,haru,HARU,4
hashbit,hbit,HashBit,4
hashbx,hbx,HashBX,3
hashcoin,hsc,HashCoin,3
hashflow,hft,Hashflow,3
hashgard,gard,Hashgard,4
hashmasks,mask20,Hashmasks,6
hashpanda,panda,HashPanda,5
hashrush,rush,HashRush,4
hashshare,hss,Hashshare,3
hashtagger,mooo,Hashtagger,4
hathor,htr,Hathor,3
hati,hati,Hati,4
haven,xhv,Haven,3
havven,snx,Synthetix Network,3
hawksight,hawk,Hawksight,4
hayfever,hay,Hayfever,3
hbarpad,hbarp,HbarPad,5
hddcoin,hdd,HDDcoin,3
headline,hdl,Headline,3
headstarter,hst,HeadStarter,3
healthify,htf,Healthify,3
heartnumber,htn,Heart Number,3
hearts,heart,Hearts,5
hebeblock,hebe,HebeBlock,4
hecofi,hfi,HecoFi,3
hectagon,hecta,Hectagon,5
hedget,hget,Hedget,4
hedgetrade,hedg,HedgeTrade,4
hedpay,hdp.?,HEdpAY,5
hedron,hdrn,Hedron,4
hegic,hegic,Hegic,5
helio,hlo,Helio,3
helium,hnt,Helium,3
helix,hlix,Helix,4
helkin,hk,Helkin,2
helleniccoin,hnc,HNC Coin,3
hellmoon,hmoon,HELLMOON,5
hellogold,hgt,HelloGold,3
helpico,help,Helpico,4
helpseed,helps,HelpSeed,5
heptafranc,hptf,HEPTAFRANC,4
heres,hrs,Heres,3
hermes,hermes,HERMES,6
hero,hero,HERO,4
herobook,hbg,HeroBook,3
herocoin,play,HEROcoin,4
heroeschained,hec,HeroesChained,3
herofi,heroegg,HeroFi,7
heropark,hp,HeroPark,2
heroverse,her,HeroVerse,3
